,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Family,Action,Fantasy,Western,Crime,Comedy,Biography,Sport,Adventure,War,Romance,Animation,Mystery,Sci-Fi,Drama,Musical,Horror,Thriller,Music,History
52,Inside Out (2015),Walt Disney Studios Motion Pictures,356921711.0,501926308.0,858848019.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",95.0,82.0,77.2,72.8,77.3,53.7,28.41103242008059,28.902900324695118,29.677827614986395,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False
56,American Sniper (2014),Warner Bros.,350126372.0,197300000.0,547426372.0,"['Action', 'Biography', 'Drama', 'War']",133.0,73.0,64.4,51.0,62.8,41.0,28.383300490733113,27.55581571516037,29.028089696609882,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
57,The Lord of the Rings: The Two Towers (2002),New Line Cinema,342551365.0,604943730.0,947495095.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",179.0,88.00000000000001,86.6,76.4,83.7,58.5,28.351745093083334,29.172225712683797,29.819543233847018,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
62,Joker (2019),Warner Bros.,335451311.0,738968073.0,1074419384.0,"['Crime', 'Drama', 'Thriller']",122.0,84.00000000000001,78.0,69.80000000000001,77.3,57.5,28.32152814109417,29.460936793403228,30.000910092297246,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
67,Forrest Gump (1994),Paramount Pictures,330455270.0,347770863.0,678226133.0,"['Drama', 'Romance']",142.0,88.00000000000001,82.6,71.39999999999999,80.7,52.3,28.299879762703426,28.373561824675306,29.33719113358778,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
78,The Lord of the Rings: The Fellowship of the Ring (2001),New Line Cinema,315710750.0,581979322.0,897690072.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",178.0,88.00000000000001,86.6,78.2,84.3,57.9,28.23402814457604,29.116392653507333,29.741642198758008,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
89,The Twilight Saga: Eclipse (2010),Summit Entertainment,300531751.0,397959596.0,698491347.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",124.0,50.0,52.800000000000004,34.199999999999996,45.7,35.1,28.16294217795688,28.56804672351256,29.379667002553948,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
90,The Twilight Saga: New Moon (2009),Summit Entertainment,297816253.0,413209228.0,711025481.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",130.0,47.0,52.6,31.8,43.8,34.4,28.149847248689362,28.622297232665805,29.405326021691298,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
92,The Sixth Sense (1999),Walt Disney Studios Motion Pictures,293506292.0,379300140.0,672806432.0,"['Drama', 'Mystery', 'Thriller']",107.0,82.0,79.4,68.60000000000001,76.7,50.2,28.12881619033848,28.498764663231096,29.325616256859238,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
93,Up (2009),Walt Disney Studios Motion Pictures,293004164.0,442094938.0,735099102.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",96.0,83.0,81.8,74.4,79.7,52.8,28.126345926611485,28.71978097458494,29.453363518335014,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
97,The Twilight Saga: Breaking Dawn - Part 2 (2012),Lionsgate,292324737.0,537422917.0,829747654.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",115.0,55.00000000000001,56.60000000000001,35.4,49.0,39.1,28.1229966766356,29.001482601732665,29.628097404381865,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
124,The Blind Side (2009),Warner Bros.,255959475.0,53248834.0,309208309.0,"['Biography', 'Drama', 'Sport']",129.0,76.0,65.8,49.00000000000001,63.6,37.2,27.93134017149384,25.666246598924,28.20400384677056,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
140,My Big Fat Greek Wedding (2002),IFC Films,241438208.0,127305836.0,368744044.0,"['Comedy', 'Drama', 'Romance']",95.0,65.99999999999999,67.4,47.199999999999996,60.2,36.6,27.847078762160677,26.923723316399986,28.45804450605787,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
151,Cast Away (2000),Twentieth Century Fox,233632142.0,196000000.0,429632142.0,"['Adventure', 'Drama', 'Romance']",143.0,78.0,76.0,63.6,72.5,43.8,27.799663526099792,27.54627841343938,28.6785266885707,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
157,The Martian (2015),Twentieth Century Fox,228433663.0,401728785.0,630162448.0,"['Adventure', 'Drama', 'Sci-Fi']",144.0,80.0,74.6,64.2,72.9,47.5,27.76720002742039,28.581646597352872,29.231148544399534,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
158,Signs (2002),Walt Disney Studios Motion Pictures,227966634.0,180281283.0,408247917.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",106.0,68.0,68.2,54.2,63.5,38.9,27.764247441009484,27.425674381466667,28.60487028385357,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
159,Hancock (2008),Sony Pictures Entertainment (SPE),227946274.0,401497154.0,629443428.0,"['Action', 'Drama', 'Fantasy']",92.0,64.0,54.2,45.199999999999996,54.5,38.3,27.764118586263166,28.580814520379125,29.22950147888367,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
161,Logan (2017),Twentieth Century Fox,226277068.0,392902882.0,619179950.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",137.0,81.0,81.4,72.39999999999999,78.3,50.0,27.7535151414984,28.549597509313056,29.205783514651152,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
169,Alvin and the Chipmunks: The Squeakquel (2009),Twentieth Century Fox,219614612.0,223525393.0,443140005.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']",88.0,45.0,42.6,24.6,37.4,26.5,27.71039880596762,27.735863493300428,28.72318733284193,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
170,Mrs. Doubtfire (1993),Twentieth Century Fox,219195243.0,222090952.0,441286195.0,"['Comedy', 'Drama', 'Family']",125.0,71.0,71.2,53.800000000000004,65.3,40.4,27.707641248205828,27.72657537769011,28.71713937449219,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
173,King Kong (2005),Universal Pictures,218080025.0,338826353.0,556906378.0,"['Action', 'Adventure', 'Drama', 'Romance']",187.0,72.0,66.60000000000001,55.00000000000001,64.5,42.0,27.700282391740636,28.335970847062555,29.05285957437035,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
174,Ghost (1990),Paramount Pictures,217631306.0,288072251.0,505703557.0,"['Drama', 'Fantasy', 'Romance', 'Thriller']",127.0,71.0,68.60000000000001,53.0,64.2,41.0,27.697310860550793,28.101855456484,28.913716685177725,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
178,Alvin and the Chipmunks (2007),Twentieth Century Fox,217326974.0,148025572.0,365352546.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']",92.0,52.0,49.00000000000001,28.599999999999998,43.2,28.0,27.695292007897468,27.141271187728336,28.444714020058374,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
179,Saving Private Ryan (1998),DreamWorks Distribution,217049603.0,265300000.0,482349603.0,"['Drama', 'War']",169.0,86.0,83.39999999999999,71.2,80.2,48.6,27.69344954289469,27.983049434665507,28.84550393810272,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
180,Bohemian Rhapsody (2018),Twentieth Century Fox,216668042.0,694141269.0,910809311.0,"['Biography', 'Drama', 'Music']",134.0,79.0,69.19999999999999,54.400000000000006,67.5,49.7,27.690911134273982,29.370654063610214,29.762573798997746,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
185,A Star Is Born (2018),Warner Bros.,215288866.0,220900000.0,436188866.0,"['Drama', 'Music', 'Romance']",136.0,76.0,72.8,60.0,69.6,42.5,27.681698469305676,27.718818177792087,28.700377703833198,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
187,The Lorax (2012),Universal Pictures,214030500.0,134809816.0,348840316.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",86.0,64.0,60.0,41.6,55.2,33.7,27.673241158825203,27.006350307391173,28.377991543285145,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
192,It Chapter Two (2019),Warner Bros.,211593228.0,261500000.0,473093228.0,"['Drama', 'Fantasy', 'Horror']",169.0,65.0,59.599999999999994,49.00000000000001,57.9,37.3,27.656718214116257,27.962235705571114,28.81754926892176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
194,300 (2006),Warner Bros.,210614939.0,245453242.0,456068181.0,"['Action', 'Drama']",117.0,76.0,65.8,52.400000000000006,64.7,40.4,27.65003253001541,27.870872981359728,28.764674278746824,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
200,Dawn of the Planet of the Apes (2014),Twentieth Century Fox,208545589.0,502098977.0,710644566.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",130.0,76.0,73.4,63.800000000000004,71.1,48.0,27.635787556844498,28.903396544693145,29.404552925014176,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
201,Batman Begins (2005),Warner Bros.,206852432.0,166809514.0,373661946.0,"['Action', 'Crime', 'Drama']",140.0,82.0,75.6,67.19999999999999,74.9,44.0,27.62402667878804,27.313626334507287,28.477158405203067,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
212,Cinderella (2015),Walt Disney Studios Motion Pictures,201151353.0,341206978.0,542358331.0,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']",105.0,69.0,63.800000000000004,52.0,61.6,40.3,27.583706201063563,28.346071910512,29.014671100609807,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
218,Pearl Harbor (2001),Walt Disney Studios Motion Pictures,198542554.0,250678391.0,449220945.0,"['Action', 'Drama', 'History', 'Romance', 'War']",183.0,62.0,53.400000000000006,32.2,49.2,32.5,27.564873015157914,27.901262397309907,28.74284995429774,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
225,Twilight (2008),Summit Entertainment,193962473.0,214467942.0,408430415.0,"['Drama', 'Fantasy', 'Romance']",122.0,53.0,59.00000000000001,35.4,49.1,31.7,27.531202312264668,27.676186773378053,28.605515063942956,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
233,Dunkirk (2017),Warner Bros.,189740665.0,337275642.0,527016307.0,"['Action', 'Drama', 'History', 'Thriller', 'War']",106.0,78.0,75.6,68.8,74.1,46.3,27.499453667719905,28.32935288998171,28.973272361690146,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
235,A Quiet Place (2018),Paramount Pictures,188024361.0,152928610.0,340952971.0,"['Drama', 'Horror', 'Sci-Fi']",90.0,75.0,74.2,61.199999999999996,70.1,41.0,27.486344353007212,27.188283091526543,28.344997515403566,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
236,Interstellar (2014),Paramount Pictures,188020017.0,513709189.0,701729206.0,"['Adventure', 'Drama', 'Sci-Fi']",169.0,86.0,85.60000000000001,70.19999999999999,80.6,52.6,27.48631102147708,28.936376639297617,29.386339167790165,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
238,Gladiator (2000),DreamWorks Distribution,187705427.0,277675375.0,465380802.0,"['Action', 'Adventure', 'Drama']",155.0,85.0,80.19999999999999,65.8,77.0,46.7,27.483895121536207,28.048823999847222,28.793836456669265,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
245,Dances with Wolves (1990),Orion Pictures,184208848.0,240000000.0,424208848.0,"['Adventure', 'Drama', 'Western']",181.0,80.0,74.4,68.39999999999999,74.3,44.6,27.456767118351983,27.838459164932694,28.6601994715105,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
247,The Fugitive (1993),Warner Bros.,183875760.0,185000000.0,368875760.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",130.0,78.0,76.4,69.19999999999999,74.5,43.7,27.454156063575414,27.462950029840485,28.458559747164454,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
249,The Revenant (2015),Twentieth Century Fox,183637894.0,349312609.0,532950503.0,"['Action', 'Adventure', 'Drama', 'History', 'Western']",156.0,80.0,76.4,71.2,75.9,47.3,27.45228855121075,28.379943479167636,28.98942631010897,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
253,The Perfect Storm (2000),Warner Bros.,182618434.0,146100000.0,328718434.0,"['Action', 'Adventure', 'Drama', 'Thriller']",130.0,65.0,60.199999999999996,50.2,58.5,35.0,27.44425716132175,27.12238093724031,28.292277121798467,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
254,Lincoln (2012),Walt Disney Studios Motion Pictures,182207973.0,93085477.0,275293450.0,"['Biography', 'Drama', 'History', 'War']",150.0,73.0,70.0,62.4,68.5,39.1,27.441010848622472,26.47205276331185,28.036395043696615,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
269,Tootsie (1982),Columbia Pictures,177200000.0,177200000.0,177200000.0,"['Comedy', 'Drama', 'Romance']",116.0,74.0,73.0,64.8,70.6,38.4,27.40080336299183,27.40080336299183,27.40080336299183,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
271,Rise of the Planet of the Apes (2011),Twentieth Century Fox,176760185.0,305040688.0,481800873.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",105.0,76.0,71.39999999999999,62.2,69.9,43.4,27.397218105254648,28.184426449186752,28.84386176677165,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
274,The Karate Kid (2010),Sony Pictures Entertainment (SPE),176591618.0,182534404.0,359126022.0,"['Action', 'Drama', 'Family', 'Sport']",140.0,62.0,57.800000000000004,44.800000000000004,54.9,33.8,27.39584162554609,27.443593167214026,28.419914952480738,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
281,Crazy Rich Asians (2018),Warner Bros.,174532921.0,64006277.0,238539198.0,"['Comedy', 'Drama', 'Romance']",120.0,69.0,70.6,52.400000000000006,64.0,36.2,27.378923947303612,25.931710059210314,27.82965111595275,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
282,The Greatest Showman (2017),Twentieth Century Fox,174340174.0,262609460.0,436949634.0,"['Biography', 'Drama', 'Musical']",105.0,75.0,67.6,46.0,62.9,39.1,27.377329813658314,27.968343646575946,28.70289175286118,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
284,Apollo 13 (1995),Universal Pictures,173837933.0,181077570.0,355237933.0,"['Adventure', 'Drama', 'History']",140.0,77.0,74.6,62.0,71.2,41.8,27.373167684632836,27.432032610445663,28.404210402805557,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
288,Air Force One (1997),Sony Pictures Entertainment (SPE),172956409.0,142200000.0,315156409.0,"['Action', 'Drama', 'Thriller']",124.0,65.0,63.4,49.2,59.2,35.1,27.36583323370134,27.08334622405623,28.231492760680773,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
289,Rain Man (1988),Metro-Goldwyn-Mayer (MGM),172825435.0,182000000.0,354825435.0,['Drama'],133.0,80.0,75.6,66.8,74.1,43.3,27.364740315998457,27.43936320952287,28.40253418934985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
294,True Grit (2010),Paramount Pictures,171243005.0,81033922.0,252276927.0,"['Drama', 'Western']",110.0,76.0,74.6,68.0,72.9,40.9,27.351469816614856,26.272022632164738,27.910433023974967,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
295,Tarzan (1999),Walt Disney Studios Motion Pictures,171091819.0,277100000.0,448191819.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Music']",88.0,73.0,72.8,57.400000000000006,67.7,41.7,27.350195536048926,28.04583146991823,28.739541074176906,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
297,A Beautiful Mind (2001),Universal Pictures,170742341.0,146048916.0,316791257.0,"['Biography', 'Drama']",135.0,82.0,75.4,64.2,73.9,42.5,27.3472456240029,27.12187640937672,28.23895727868057,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
299,The Help (2011),Walt Disney Studios Motion Pictures,169708112.0,46931000.0,216639112.0,['Drama'],146.0,81.0,76.0,62.0,73.0,40.3,27.33848028604467,25.48403786567446,27.690718489554367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
301,Hidden Figures (2016),Twentieth Century Fox,169607287.0,66349611.0,235956898.0,"['Biography', 'Drama', 'History']",127.0,78.0,76.8,62.0,72.3,40.3,27.337622914217707,25.98358467147971,27.813948107157362,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
306,Three Men and a Baby (1987),Walt Disney Studios Motion Pictures,167780960.0,167780960.0,167780960.0,"['Comedy', 'Drama', 'Family']",102.0,61.0,59.80000000000001,44.00000000000001,54.9,30.4,27.322003765269226,27.322003765269226,27.322003765269226,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
307,Gone Girl (2014),Twentieth Century Fox,167767189.0,201563174.0,369330363.0,"['Drama', 'Mystery', 'Thriller']",149.0,81.0,81.60000000000001,72.6,78.4,45.7,27.3218853479662,27.586656838707366,28.46033663184787,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
311,Fifty Shades of Grey (2015),Universal Pictures,166167230.0,403484237.0,569651467.0,"['Drama', 'Romance', 'Thriller']",125.0,42.00000000000001,36.8,26.200000000000003,35.0,27.5,27.308060653975108,28.587937071644976,29.085504256230696,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
313,Robin Hood: Prince of Thieves (1991),Warner Bros.,165493908.0,225000000.0,390493908.0,"['Action', 'Adventure', 'Drama', 'Romance']",143.0,69.0,63.0,53.2,61.7,37.7,27.302202870028967,27.74534976054121,28.540724800509057,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
314,Knives Out (2019),Lionsgate,165363234.0,146242347.0,311605581.0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",130.0,79.0,81.19999999999999,72.39999999999999,77.5,44.2,27.301063267961222,27.12378588817761,28.21514583206497,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
316,Hannibal (2001),Metro-Goldwyn-Mayer (MGM),165092268.0,186600000.0,351692268.0,"['Crime', 'Drama', 'Thriller']",131.0,68.0,64.2,53.2,61.8,37.1,27.298697313152196,27.47537374528857,28.3897383765737,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
318,Catch Me If You Can (2002),DreamWorks Distribution,164615351.0,187498961.0,352114312.0,"['Biography', 'Crime', 'Drama']",141.0,81.0,80.19999999999999,69.0,76.7,44.5,27.294523637865144,27.482307360231147,28.39146862711731,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
319,The Proposal (2009),Walt Disney Studios Motion Pictures,163958031.0,153417000.0,317375031.0,"['Comedy', 'Drama', 'Romance']",108.0,67.0,67.19999999999999,46.4,60.2,35.7,27.288751328717087,27.192883114539505,28.241613389888716,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
320,The Pursuit of Happyness (2006),Sony Pictures Entertainment (SPE),163566459.0,143561166.0,307127625.0,"['Biography', 'Drama']",117.0,80.0,76.6,59.00000000000001,71.9,41.3,27.285301698115692,27.097090304944146,28.19426304236049,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
321,Big Daddy (1999),Sony Pictures Entertainment (SPE),163479795.0,71322100.0,234801895.0,"['Comedy', 'Drama']",93.0,64.0,62.0,48.0,58.0,33.1,27.284537098463986,26.087845846352558,27.806868811056532,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
325,Django Unchained (2012),The Weinstein Company,162805434.0,263268939.0,426074373.0,"['Drama', 'Western']",165.0,84.00000000000001,84.00000000000001,74.6,80.9,47.9,27.278573612720372,27.97196207845462,28.666530039768606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
331,Straight Outta Compton (2015),Universal Pictures,161197785.0,40437206.0,201634991.0,"['Biography', 'Drama', 'History', 'Music']",147.0,78.0,74.0,66.60000000000001,72.9,40.0,27.26425667919635,25.26917998219436,27.587170779691434,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True
336,A Quiet Place Part II (2020),Paramount Pictures,160072261.0,137300000.0,297372261.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",97.0,72.0,70.6,60.0,67.5,39.0,27.254148083286687,27.032756384583912,28.14769483761172,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
340,1917 (2019),Universal Pictures,159227644.0,225691745.0,384919389.0,"['Action', 'Drama', 'War']",119.0,82.0,81.8,70.8,78.2,45.9,27.246515587439657,27.749778409948707,28.51998110291491,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
343,The Firm (1993),Paramount Pictures,158348367.0,111900000.0,270248367.0,"['Drama', 'Mystery', 'Thriller']",154.0,68.0,66.39999999999999,58.4,64.3,36.9,27.23852674845332,26.737634795413207,28.00971065947096,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
348,What Lies Beneath (2000),DreamWorks Distribution,155464351.0,135956000.0,291420351.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",130.0,65.99999999999999,61.8,51.6,59.8,35.0,27.21200855790009,27.01856458077592,28.11852638894327,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False
