,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Thriller,Music,Drama,Comedy,Western,Crime,History,Horror,Biography,Musical,Sci-Fi,Romance,Adventure,Action,Family,Fantasy,Animation,Sport,War
100,"Monsters, Inc. (2001)",Walt Disney Studios Motion Pictures,290642256.0,289065482.0,579707738.0,"'Family',",92.0,81.0,81.4,72.8,78.4,49.4,28.114669228380087,28.106821102536454,29.110750502085345,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
100,"Monsters, Inc. (2001)",Walt Disney Studios Motion Pictures,290642256.0,289065482.0,579707738.0,'Fantasy'],92.0,81.0,81.4,72.8,78.4,49.4,28.114669228380087,28.106821102536454,29.110750502085345,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
101,Harry Potter and the Goblet of Fire (2005),Warner Bros.,290417905.0,606260335.0,896678241.0,"['Adventure',",157.0,77.0,76.2,59.400000000000006,70.9,51.2,28.113555160980784,29.175362195308555,29.740015148491835,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
101,Harry Potter and the Goblet of Fire (2005),Warner Bros.,290417905.0,606260335.0,896678241.0,"'Family',",157.0,77.0,76.2,59.400000000000006,70.9,51.2,28.113555160980784,29.175362195308555,29.740015148491835,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
101,Harry Potter and the Goblet of Fire (2005),Warner Bros.,290417905.0,606260335.0,896678241.0,"'Fantasy',",157.0,77.0,76.2,59.400000000000006,70.9,51.2,28.113555160980784,29.175362195308555,29.740015148491835,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
101,Harry Potter and the Goblet of Fire (2005),Warner Bros.,290417905.0,606260335.0,896678241.0,'Mystery'],157.0,77.0,76.2,59.400000000000006,70.9,51.2,28.113555160980784,29.175362195308555,29.740015148491835,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
102,Home Alone (1990),Twentieth Century Fox,285761243.0,190923432.0,476684675.0,"['Comedy',",103.0,77.0,75.6,63.0,71.9,44.3,28.09023502009773,27.508418934421464,28.828460003854303,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
102,Home Alone (1990),Twentieth Century Fox,285761243.0,190923432.0,476684675.0,'Family'],103.0,77.0,75.6,63.0,71.9,44.3,28.09023502009773,27.508418934421464,28.828460003854303,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
103,The Hunger Games: Mockingjay - Part 2 (2015),Lionsgate,281723902.0,376620235.0,658344137.0,"['Action',",137.0,65.0,64.4,49.6,59.7,41.4,28.069706729038263,28.488535274053433,29.294266681899302,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
103,The Hunger Games: Mockingjay - Part 2 (2015),Lionsgate,281723902.0,376620235.0,658344137.0,"'Adventure',",137.0,65.0,64.4,49.6,59.7,41.4,28.069706729038263,28.488535274053433,29.294266681899302,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
103,The Hunger Games: Mockingjay - Part 2 (2015),Lionsgate,281723902.0,376620235.0,658344137.0,"'Sci-Fi',",137.0,65.0,64.4,49.6,59.7,41.4,28.069706729038263,28.488535274053433,29.294266681899302,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
103,The Hunger Games: Mockingjay - Part 2 (2015),Lionsgate,281723902.0,376620235.0,658344137.0,'Thriller'],137.0,65.0,64.4,49.6,59.7,41.4,28.069706729038263,28.488535274053433,29.294266681899302,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
104,The Matrix Reloaded (2003),Warner Bros.,281576461.0,460271476.0,741847937.0,"['Action',",138.0,72.0,66.2,55.199999999999996,64.5,45.3,28.068951492868173,28.777909797558067,29.466548254545206,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
104,The Matrix Reloaded (2003),Warner Bros.,281576461.0,460271476.0,741847937.0,'Sci-Fi'],138.0,72.0,66.2,55.199999999999996,64.5,45.3,28.068951492868173,28.777909797558067,29.466548254545206,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"['Adventure',",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"'Drama',",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"'Fantasy',",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"'Romance',",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,'Thriller'],117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
106,Meet the Fockers (2004),Universal Pictures,279261160.0,243396776.0,522657936.0,"['Comedy',",115.0,63.0,56.39999999999999,45.199999999999996,54.9,36.6,28.057039694793858,27.85873481753831,28.961291813621216,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
106,Meet the Fockers (2004),Universal Pictures,279261160.0,243396776.0,522657936.0,'Romance'],115.0,63.0,56.39999999999999,45.199999999999996,54.9,36.6,28.057039694793858,27.85873481753831,28.961291813621216,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
107,The Hangover (2009),Warner Bros.,277322503.0,191988333.0,469310836.0,['Comedy'],100.0,77.0,70.39999999999999,57.99999999999999,68.5,42.5,28.046989445975044,27.51644340111583,28.805968530487842,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,"['Action',",91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,"'Drama',",91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,"'Sci-Fi',",91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,'Thriller'],91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,"['Adventure',",85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,"'Animation',",85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,"'Comedy',",85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,"'Family',",85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,"'Fantasy',",85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
109,The Grinch (2018),Universal Pictures,271094731.0,241474088.0,512568819.0,'Musical'],85.0,64.0,57.199999999999996,49.6,56.9,37.5,28.014221832311254,27.84729314435219,28.933170477208854,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
110,Sing (2016),Universal Pictures,270448425.0,363759959.0,634208384.0,"['Animation',",108.0,71.0,60.6,46.8,59.5,40.9,28.010778254847637,28.4384115056854,29.24038170856095,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
110,Sing (2016),Universal Pictures,270448425.0,363759959.0,634208384.0,"'Comedy',",108.0,71.0,60.6,46.8,59.5,40.9,28.010778254847637,28.4384115056854,29.24038170856095,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
110,Sing (2016),Universal Pictures,270448425.0,363759959.0,634208384.0,"'Family',",108.0,71.0,60.6,46.8,59.5,40.9,28.010778254847637,28.4384115056854,29.24038170856095,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
110,Sing (2016),Universal Pictures,270448425.0,363759959.0,634208384.0,'Musical'],108.0,71.0,60.6,46.8,59.5,40.9,28.010778254847637,28.4384115056854,29.24038170856095,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
111,Monsters University (2013),Walt Disney Studios Motion Pictures,268492764.0,475066881.0,743559645.0,"['Adventure',",104.0,72.0,66.60000000000001,60.0,66.2,46.2,28.00030796655731,28.823555392741955,29.469873232505535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
111,Monsters University (2013),Walt Disney Studios Motion Pictures,268492764.0,475066881.0,743559645.0,"'Animation',",104.0,72.0,66.60000000000001,60.0,66.2,46.2,28.00030796655731,28.823555392741955,29.469873232505535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
111,Monsters University (2013),Walt Disney Studios Motion Pictures,268492764.0,475066881.0,743559645.0,"'Comedy',",104.0,72.0,66.60000000000001,60.0,66.2,46.2,28.00030796655731,28.823555392741955,29.469873232505535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
111,Monsters University (2013),Walt Disney Studios Motion Pictures,268492764.0,475066881.0,743559645.0,"'Family',",104.0,72.0,66.60000000000001,60.0,66.2,46.2,28.00030796655731,28.823555392741955,29.469873232505535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
111,Monsters University (2013),Walt Disney Studios Motion Pictures,268492764.0,475066881.0,743559645.0,'Fantasy'],104.0,72.0,66.60000000000001,60.0,66.2,46.2,28.00030796655731,28.823555392741955,29.469873232505535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"['Adventure',",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"'Animation',",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"'Comedy',",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"'Family',",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"'Fantasy',",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,'Romance'],90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,"['Adventure',",89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,"'Animation',",89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,"'Comedy',",89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,"'Crime',",89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,"'Family',",89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
113,Despicable Me 3 (2017),Universal Pictures,264624300.0,770175831.0,1034800131.0,'Sci-Fi'],89.0,62.0,51.4,45.199999999999996,52.9,44.6,27.97937030703374,29.520612609520807,29.946704995758815,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
114,Harry Potter and the Chamber of Secrets (2002),Warner Bros.,262450136.0,617152229.0,879602366.0,"['Adventure',",161.0,74.0,72.39999999999999,57.599999999999994,68.0,49.4,27.967468104243224,29.201051152744284,29.712276243932838,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
114,Harry Potter and the Chamber of Secrets (2002),Warner Bros.,262450136.0,617152229.0,879602366.0,"'Family',",161.0,74.0,72.39999999999999,57.599999999999994,68.0,49.4,27.967468104243224,29.201051152744284,29.712276243932838,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
114,Harry Potter and the Chamber of Secrets (2002),Warner Bros.,262450136.0,617152229.0,879602366.0,"'Fantasy',",161.0,74.0,72.39999999999999,57.599999999999994,68.0,49.4,27.967468104243224,29.201051152744284,29.712276243932838,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
114,Harry Potter and the Chamber of Secrets (2002),Warner Bros.,262450136.0,617152229.0,879602366.0,'Mystery'],161.0,74.0,72.39999999999999,57.599999999999994,68.0,49.4,27.967468104243224,29.201051152744284,29.712276243932838,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
115,The Amazing Spider-Man (2012),Sony Pictures Entertainment (SPE),262030663.0,495900000.0,757930663.0,"['Action',",136.0,69.0,65.19999999999999,50.6,61.6,44.1,27.96516040586008,28.885473984450282,29.49749063292867,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
115,The Amazing Spider-Man (2012),Sony Pictures Entertainment (SPE),262030663.0,495900000.0,757930663.0,"'Adventure',",136.0,69.0,65.19999999999999,50.6,61.6,44.1,27.96516040586008,28.885473984450282,29.49749063292867,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
115,The Amazing Spider-Man (2012),Sony Pictures Entertainment (SPE),262030663.0,495900000.0,757930663.0,'Sci-Fi'],136.0,69.0,65.19999999999999,50.6,61.6,44.1,27.96516040586008,28.885473984450282,29.49749063292867,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
116,The Incredibles (2004),Walt Disney Studios Motion Pictures,261441092.0,370165961.0,631607053.0,"['Action',",115.0,80.0,81.4,72.39999999999999,77.9,50.0,27.96191067362726,28.463596995867864,29.23445204060628,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
116,The Incredibles (2004),Walt Disney Studios Motion Pictures,261441092.0,370165961.0,631607053.0,"'Adventure',",115.0,80.0,81.4,72.39999999999999,77.9,50.0,27.96191067362726,28.463596995867864,29.23445204060628,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
116,The Incredibles (2004),Walt Disney Studios Motion Pictures,261441092.0,370165961.0,631607053.0,"'Animation',",115.0,80.0,81.4,72.39999999999999,77.9,50.0,27.96191067362726,28.463596995867864,29.23445204060628,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
116,The Incredibles (2004),Walt Disney Studios Motion Pictures,261441092.0,370165961.0,631607053.0,'Family'],115.0,80.0,81.4,72.39999999999999,77.9,50.0,27.96191067362726,28.463596995867864,29.23445204060628,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
117,Jaws (1975),Universal Pictures,260758300.0,210653000.0,471411300.0,"['Adventure',",124.0,81.0,79.60000000000001,73.8,78.1,47.3,27.95813793390823,27.65029322118612,28.81241110033138,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
117,Jaws (1975),Universal Pictures,260758300.0,210653000.0,471411300.0,'Thriller'],124.0,81.0,79.60000000000001,73.8,78.1,47.3,27.95813793390823,27.65029322118612,28.81241110033138,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
118,How the Grinch Stole Christmas (2000),Universal Pictures,260465005.0,85108027.0,345573032.0,"['Comedy',",104.0,63.0,67.19999999999999,43.8,58.0,35.1,27.95651431008858,26.342791870940232,28.36441539524053,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
118,How the Grinch Stole Christmas (2000),Universal Pictures,260465005.0,85108027.0,345573032.0,"'Family',",104.0,63.0,67.19999999999999,43.8,58.0,35.1,27.95651431008858,26.342791870940232,28.36441539524053,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
118,How the Grinch Stole Christmas (2000),Universal Pictures,260465005.0,85108027.0,345573032.0,'Fantasy'],104.0,63.0,67.19999999999999,43.8,58.0,35.1,27.95651431008858,26.342791870940232,28.36441539524053,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
119,Captain America: The Winter Soldier (2014),Walt Disney Studios Motion Pictures,259766572.0,454654931.0,714421503.0,"['Action',",136.0,78.0,75.2,65.0,72.7,48.9,27.952640548958225,28.760196758902968,29.4122002631367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
119,Captain America: The Winter Soldier (2014),Walt Disney Studios Motion Pictures,259766572.0,454654931.0,714421503.0,"'Adventure',",136.0,78.0,75.2,65.0,72.7,48.9,27.952640548958225,28.760196758902968,29.4122002631367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
119,Captain America: The Winter Soldier (2014),Walt Disney Studios Motion Pictures,259766572.0,454654931.0,714421503.0,"'Sci-Fi',",136.0,78.0,75.2,65.0,72.7,48.9,27.952640548958225,28.760196758902968,29.4122002631367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
119,Captain America: The Winter Soldier (2014),Walt Disney Studios Motion Pictures,259766572.0,454654931.0,714421503.0,'Thriller'],136.0,78.0,75.2,65.0,72.7,48.9,27.952640548958225,28.760196758902968,29.4122002631367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
120,The Hobbit: The Desolation of Smaug (2013),Warner Bros.,258366855.0,700640658.0,959007513.0,"['Adventure',",161.0,78.0,67.0,56.60000000000001,67.2,50.4,27.944845762589672,29.384099468896043,29.83696687666283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
120,The Hobbit: The Desolation of Smaug (2013),Warner Bros.,258366855.0,700640658.0,959007513.0,'Fantasy'],161.0,78.0,67.0,56.60000000000001,67.2,50.4,27.944845762589672,29.384099468896043,29.83696687666283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"['Action',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"'Adventure',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"'Animation',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"'Comedy',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"'Family',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,"'Fantasy',",100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
121,The Lego Movie (2014),Warner Bros.,257760692.0,210300000.0,468060692.0,'Sci-Fi'],100.0,77.0,75.2,70.8,74.3,45.4,27.941457031407896,27.64787360916859,28.802120370895516,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False
122,Star Trek (2009),Paramount Pictures,257730019.0,127950427.0,385680446.0,"['Action',",127.0,79.0,71.6,63.2,71.3,42.4,27.941285343406165,26.931009721089424,28.522830762275962,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
122,Star Trek (2009),Paramount Pictures,257730019.0,127950427.0,385680446.0,"'Adventure',",127.0,79.0,71.6,63.2,71.3,42.4,27.941285343406165,26.931009721089424,28.522830762275962,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
122,Star Trek (2009),Paramount Pictures,257730019.0,127950427.0,385680446.0,'Sci-Fi'],127.0,79.0,71.6,63.2,71.3,42.4,27.941285343406165,26.931009721089424,28.522830762275962,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,"['Action',",101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,"'Drama',",101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,"'Sci-Fi',",101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,'Thriller'],101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
124,The Blind Side (2009),Warner Bros.,255959475.0,53248834.0,309208309.0,"['Biography',",129.0,76.0,65.8,49.00000000000001,63.6,37.2,27.93134017149384,25.666246598924,28.20400384677056,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
124,The Blind Side (2009),Warner Bros.,255959475.0,53248834.0,309208309.0,"'Drama',",129.0,76.0,65.8,49.00000000000001,63.6,37.2,27.93134017149384,25.666246598924,28.20400384677056,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
124,The Blind Side (2009),Warner Bros.,255959475.0,53248834.0,309208309.0,'Sport'],129.0,76.0,65.8,49.00000000000001,63.6,37.2,27.93134017149384,25.666246598924,28.20400384677056,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
125,The Hobbit: The Battle of the Five Armies (2014),Warner Bros.,255119788.0,707063077.0,962182865.0,"['Adventure',",144.0,74.0,63.0,50.0,62.3,48.0,27.926599562948326,29.397263682501162,29.84173586656347,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
125,The Hobbit: The Battle of the Five Armies (2014),Warner Bros.,255119788.0,707063077.0,962182865.0,'Fantasy'],144.0,74.0,63.0,50.0,62.3,48.0,27.926599562948326,29.397263682501162,29.84173586656347,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
126,The Hangover Part II (2011),Warner Bros.,254464305.0,332300000.0,586764305.0,['Comedy'],102.0,65.0,56.39999999999999,46.0,55.8,38.2,27.92288805543449,28.307911052128844,29.128205868409747,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Despicable Me (2010),Universal Pictures,251513985.0,291600000.0,543113985.0,"['Adventure',",95.0,76.0,69.19999999999999,59.199999999999996,68.1,43.6,27.906063379921783,28.11941547876375,29.016679771744883,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
