,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Thriller,Music,Drama,Comedy,Western,Crime,History,Horror,Biography,Musical,Sci-Fi,Romance,Adventure,Action,Family,Fantasy,Animation,Sport,War
95,Inception (2010),Warner Bros.,292576195.0,544260772.0,836836967.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",148.0,88.00000000000001,83.6,71.8,81.1,55.2,28.12423715074701,29.019722815590818,29.640371342674186,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
103,The Hunger Games: Mockingjay - Part 2 (2015),Lionsgate,281723902.0,376620235.0,658344137.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",137.0,65.0,64.4,49.6,59.7,41.4,28.069706729038263,28.488535274053433,29.294266681899302,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
105,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,281287133.0,430918723.0,712205856.0,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",117.0,49.00000000000001,52.800000000000004,31.4,44.4,34.7,28.06746831963756,28.682840542607366,29.407719057180422,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
108,Gravity (2013),Warner Bros.,274092705.0,449100000.0,723192705.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",91.0,77.0,69.6,65.19999999999999,70.6,48.0,28.030088690325787,28.742461481216385,29.429804884150943,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
117,Jaws (1975),Universal Pictures,260758300.0,210653000.0,471411300.0,"['Adventure', 'Thriller']",124.0,81.0,79.60000000000001,73.8,78.1,47.3,27.95813793390823,27.65029322118612,28.81241110033138,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
119,Captain America: The Winter Soldier (2014),Walt Disney Studios Motion Pictures,259766572.0,454654931.0,714421503.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",136.0,78.0,75.2,65.0,72.7,48.9,27.952640548958225,28.760196758902968,29.4122002631367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
123,I Am Legend (2007),Warner Bros.,256393010.0,329017042.0,585410052.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",101.0,72.0,66.39999999999999,53.0,63.8,42.2,27.933781689636678,28.29358707185008,29.12487227738749,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
139,Twister (1996),Warner Bros.,241721524.0,252750000.0,494471524.0,"['Action', 'Adventure', 'Thriller']",113.0,64.0,62.4,47.199999999999996,57.9,37.6,27.848770702146485,27.91313585122719,28.881312199462663,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
144,Fast & Furious 6 (2013),Universal Pictures,238679850.0,550001118.0,788680968.0,"['Action', 'Crime', 'Thriller']",130.0,70.0,61.8,51.4,61.1,44.4,27.830501534432972,29.03485931033877,29.554866587900893,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
150,X-Men: Days of Future Past (2014),Twentieth Century Fox,233921534.0,512124166.0,746045700.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",132.0,79.0,71.8,65.8,72.2,49.2,27.801449436372852,28.931918397361187,29.474688766448015,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
158,Signs (2002),Walt Disney Studios Motion Pictures,227966634.0,180281283.0,408247917.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",106.0,68.0,68.2,54.2,63.5,38.9,27.764247441009484,27.425674381466667,28.60487028385357,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,The Bourne Ultimatum (2007),Universal Pictures,227471070.0,216628965.0,444100035.0,"['Action', 'Mystery', 'Thriller']",115.0,80.0,72.6,66.2,72.9,44.2,27.761107832667342,27.690650914640084,28.726309444104274,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
161,Logan (2017),Twentieth Century Fox,226277068.0,392902882.0,619179950.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",137.0,81.0,81.4,72.39999999999999,78.3,50.0,27.7535151414984,28.549597509313056,29.205783514651152,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
162,Rush Hour 2 (2001),New Line Cinema,226164286.0,121161516.0,347325802.0,"['Action', 'Comedy', 'Crime', 'Thriller']",90.0,65.99999999999999,64.60000000000001,52.6,61.1,36.6,27.752795887902177,26.852356293780932,28.37171434815105,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
163,The Fate of the Furious (2017),Universal Pictures,226008385.0,1009996733.0,1236005118.0,"['Action', 'Crime', 'Thriller']",136.0,65.99999999999999,56.2,49.2,57.1,50.3,27.75180105728588,29.91170348033727,30.20303757109419,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
167,Mission: Impossible - Fallout (2018),Paramount Pictures,220159104.0,571498294.0,791657398.0,"['Action', 'Adventure', 'Thriller']",147.0,77.0,77.4,67.6,74.0,50.9,27.713971262806293,29.090173950904507,29.56030097584,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
168,National Treasure: Book of Secrets (2007),Walt Disney Studios Motion Pictures,219964115.0,239278134.0,459242249.0,"['Action', 'Adventure', 'Mystery', 'Thriller']",124.0,65.0,57.400000000000006,45.199999999999996,55.9,36.0,27.71269294042025,27.83411332391887,28.77468013111897,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
174,Ghost (1990),Paramount Pictures,217631306.0,288072251.0,505703557.0,"['Drama', 'Fantasy', 'Romance', 'Thriller']",127.0,71.0,68.60000000000001,53.0,64.2,41.0,27.697310860550793,28.101855456484,28.913716685177725,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
176,The Da Vinci Code (2006),Sony Pictures Entertainment (SPE),217536138.0,542470807.0,760006945.0,"['Mystery', 'Thriller']",149.0,65.99999999999999,60.8,43.60000000000001,56.8,41.7,27.696679846417116,29.014970260288166,29.501437361169963,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,Mission: Impossible II (2000),Paramount Pictures,215409889.0,330978219.0,546388108.0,"['Action', 'Adventure', 'Thriller']",123.0,61.0,53.0,44.00000000000001,52.7,35.9,27.682509241496223,28.30216103844373,29.025350843173225,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
186,X2: X-Men United (2003),Twentieth Century Fox,214949694.0,192761855.0,407711549.0,"['Action', 'Sci-Fi', 'Thriller']",134.0,74.0,68.2,61.8,68.0,41.2,27.679423815616918,27.522244348804815,28.602973582859484,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
191,Venom: Let There Be Carnage (2021),Sony Pictures Entertainment (SPE),212638437.0,288500000.0,501138437.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",97.0,59.00000000000001,53.6,47.400000000000006,53.3,35.5,27.66382716432677,28.103996077969658,28.90063395490397,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
196,Fast Five (2011),Universal Pictures,209837675.0,416300000.0,626137675.0,"['Action', 'Crime', 'Thriller']",130.0,73.0,68.2,55.99999999999999,65.7,43.8,27.64469848685183,28.63304831757703,29.221904670572385,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
197,Mission: Impossible - Ghost Protocol (2011),Paramount Pictures,209397903.0,485315477.0,694713380.0,"['Action', 'Adventure', 'Thriller']",132.0,74.0,73.0,62.8,69.9,47.1,27.641671753675887,28.85434762833991,29.371842642630803,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
200,Dawn of the Planet of the Apes (2014),Twentieth Century Fox,208545589.0,502098977.0,710644566.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",130.0,76.0,73.4,63.800000000000004,71.1,48.0,27.635787556844498,28.903396544693145,29.404552925014176,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
205,Bad Boys for Life (2020),Sony Pictures Entertainment (SPE),206305244.0,220200000.0,426505244.0,"['Action', 'Comedy', 'Crime', 'Thriller']",124.0,65.0,60.0,51.0,58.7,36.8,27.620205252144146,27.71423922800118,28.667988239086274,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
210,The Mummy Returns (2001),Universal Pictures,202019785.0,241261119.0,443280904.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",130.0,64.0,58.4,44.6,55.7,35.6,27.5899213507077,27.84602019249104,28.723645973400192,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
211,Armageddon (1998),Walt Disney Studios Motion Pictures,201578182.0,352131606.0,553709788.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",151.0,67.0,59.80000000000001,39.800000000000004,55.5,37.5,27.586764254961547,28.391539482957306,29.044554783900654,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
215,Godzilla (2014),Warner Bros.,200676069.0,324300000.0,524976069.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",123.0,64.0,60.4,53.0,59.1,38.8,27.580293341950224,28.272753782892618,28.96767641821685,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
217,Spectre (2015),Sony Pictures Entertainment (SPE),200074609.0,680606910.0,880681519.0,"['Action', 'Adventure', 'Thriller']",148.0,68.0,62.0,54.2,61.4,46.2,27.57596284891081,29.34224655773083,29.714045150516345,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
224,Mission: Impossible - Rogue Nation (2015),Paramount Pictures,195042377.0,487674259.0,682716636.0,"['Action', 'Adventure', 'Thriller']",131.0,74.0,72.6,62.2,69.6,46.8,27.539212372538486,28.86134258344496,29.346711666070465,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
233,Dunkirk (2017),Warner Bros.,189740665.0,337275642.0,527016307.0,"['Action', 'Drama', 'History', 'Thriller', 'War']",106.0,78.0,75.6,68.8,74.1,46.3,27.499453667719905,28.32935288998171,28.973272361690146,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
241,The Day After Tomorrow (2004),Twentieth Century Fox,186740799.0,365898772.0,552639571.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",124.0,64.0,57.199999999999996,43.0,54.7,37.1,27.47646192011027,28.44686933292708,29.041763627151454,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
242,Mr. & Mrs. Smith (2005),Twentieth Century Fox,186336279.0,300951367.0,487287646.0,"['Action', 'Comedy', 'Crime', 'Thriller']",120.0,65.0,63.2,43.8,57.3,37.2,27.473333348235663,28.164955128952087,28.86019840604845,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
247,The Fugitive (1993),Warner Bros.,183875760.0,185000000.0,368875760.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",130.0,78.0,76.4,69.19999999999999,74.5,43.7,27.454156063575414,27.462950029840485,28.458559747164454,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
250,Ocean's Eleven (2001),Warner Bros.,183417150.0,267300000.0,450717150.0,"['Crime', 'Thriller']",116.0,77.0,76.8,64.60000000000001,72.8,44.3,27.450553300230247,27.99388459667989,28.747647105422903,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
253,The Perfect Storm (2000),Warner Bros.,182618434.0,146100000.0,328718434.0,"['Action', 'Adventure', 'Drama', 'Thriller']",130.0,65.0,60.199999999999996,50.2,58.5,35.0,27.44425716132175,27.12238093724031,28.292277121798467,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
256,Jurassic Park III (2001),Universal Pictures,181171875.0,187608934.0,368780809.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",92.0,59.00000000000001,54.400000000000006,43.4,52.3,32.6,27.43278376885754,27.48315329020699,28.458188340351743,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
258,Mission: Impossible (1996),Paramount Pictures,180981856.0,276714535.0,457696391.0,"['Action', 'Adventure', 'Thriller']",110.0,71.0,70.8,59.400000000000006,67.1,41.6,27.43126982894382,28.04382318556095,28.76981567523033,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
260,Planet of the Apes (2001),Twentieth Century Fox,180011740.0,182200000.0,362211740.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",119.0,57.00000000000001,45.0,38.4,46.8,29.8,27.42351575836197,27.440947718238863,28.432258066748915,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
271,Rise of the Planet of the Apes (2011),Twentieth Century Fox,176760185.0,305040688.0,481800873.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",105.0,76.0,71.39999999999999,62.2,69.9,43.4,27.397218105254648,28.184426449186752,28.84386176677165,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
277,The Bourne Supremacy (2004),Universal Pictures,176241941.0,114593328.0,290835269.0,"['Action', 'Mystery', 'Thriller']",108.0,77.0,70.6,63.800000000000004,70.5,40.4,27.392982048127173,26.771947807194362,28.115626991651006,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
279,Us (2019),Universal Pictures,175084580.0,80100902.0,255185482.0,"['Horror', 'Mystery', 'Thriller']",116.0,68.0,74.8,64.0,68.9,38.9,27.383476787832453,26.255315152833038,27.926971012800447,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
283,Fast & Furious Presents: Hobbs & Shaw (2019),Universal Pictures,173956935.0,585100000.0,759056935.0,"['Action', 'Adventure', 'Thriller']",137.0,65.0,55.400000000000006,49.6,56.7,41.7,27.374154953955944,29.12410797725608,29.499632861816746,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
286,National Treasure (2004),Walt Disney Studios Motion Pictures,173008894.0,174503424.0,347512318.0,"['Action', 'Adventure', 'Mystery', 'Thriller']",131.0,69.0,64.60000000000001,51.2,61.6,36.9,27.36627096459022,27.378680103495757,28.37248887593519,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
287,F9: The Fast Saga (2021),Universal Pictures,173005945.0,553223556.0,726229501.0,"['Action', 'Crime', 'Thriller']",143.0,52.0,50.8,48.4,50.4,38.0,27.36624637311497,29.04328734617454,29.435850295794346,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
288,Air Force One (1997),Sony Pictures Entertainment (SPE),172956409.0,142200000.0,315156409.0,"['Action', 'Drama', 'Thriller']",124.0,65.0,63.4,49.2,59.2,35.1,27.36583323370134,27.08334622405623,28.231492760680773,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
296,John Wick: Chapter 3 - Parabellum (2019),Lionsgate,171015687.0,156266092.0,327281779.0,"['Action', 'Crime', 'Thriller']",130.0,74.0,73.8,65.8,71.2,41.3,27.349553426427008,27.219429522654064,28.285958043491707,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
303,Quantum of Solace (2008),Sony Pictures Entertainment (SPE),168368427.0,421212055.0,589580482.0,"['Action', 'Adventure', 'Thriller']",106.0,65.99999999999999,55.99999999999999,51.4,57.8,39.3,27.327046383957356,28.649971485680577,29.135113524054447,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
307,Gone Girl (2014),Twentieth Century Fox,167767189.0,201563174.0,369330363.0,"['Drama', 'Mystery', 'Thriller']",149.0,81.0,81.60000000000001,72.6,78.4,45.7,27.3218853479662,27.586656838707366,28.46033663184787,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,Casino Royale (2006),Sony Pictures Entertainment (SPE),167445960.0,449056952.0,616502912.0,"['Action', 'Adventure', 'Thriller']",144.0,80.0,78.8,68.2,75.7,48.7,27.319120327390305,28.742323186598657,29.199532468192604,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
311,Fifty Shades of Grey (2015),Universal Pictures,166167230.0,403484237.0,569651467.0,"['Drama', 'Romance', 'Thriller']",125.0,42.00000000000001,36.8,26.200000000000003,35.0,27.5,27.308060653975108,28.587937071644976,29.085504256230696,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
314,Knives Out (2019),Lionsgate,165363234.0,146242347.0,311605581.0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",130.0,79.0,81.19999999999999,72.39999999999999,77.5,44.2,27.301063267961222,27.12378588817761,28.21514583206497,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
316,Hannibal (2001),Metro-Goldwyn-Mayer (MGM),165092268.0,186600000.0,351692268.0,"['Crime', 'Drama', 'Thriller']",131.0,68.0,64.2,53.2,61.8,37.1,27.298697313152196,27.47537374528857,28.3897383765737,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
327,Jason Bourne (2016),Universal Pictures,162434410.0,253050504.0,415484914.0,"['Action', 'Thriller']",123.0,65.99999999999999,57.400000000000006,52.400000000000006,58.6,36.6,27.27528204357889,27.914850106860182,28.630220853681738,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
332,Die Another Day (2002),Metro-Goldwyn-Mayer (MGM),160942139.0,271028977.0,431971116.0,"['Action', 'Adventure', 'Thriller']",133.0,61.0,48.4,42.400000000000006,50.6,32.9,27.261966871157234,28.01387186432873,28.686359608069353,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
333,Shark Tale (2004),DreamWorks Distribution,160861908.0,213721971.0,374583879.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Thriller']",90.0,60.0,54.6,36.8,50.5,31.8,27.261247496312183,27.67115998634515,28.48071357062001,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
335,No Time to Die (2021),Metro-Goldwyn-Mayer (MGM),160772007.0,613262000.0,774034007.0,"['Action', 'Adventure', 'Thriller']",163.0,73.0,70.19999999999999,61.199999999999996,68.1,47.6,27.26044099100164,29.19192831808334,29.527821711324503,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
336,A Quiet Place Part II (2020),Paramount Pictures,160072261.0,137300000.0,297372261.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",97.0,72.0,70.6,60.0,67.5,39.0,27.254148083286687,27.032756384583912,28.14769483761172,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
339,Halloween (2018),Universal Pictures,159342015.0,96272926.0,255614941.0,"['Crime', 'Horror', 'Thriller']",106.0,65.0,65.8,57.199999999999996,62.7,35.8,27.247551483212835,26.520626802703863,27.92939692510457,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
342,Star Trek Beyond (2016),Paramount Pictures,158848340.0,184623476.0,343471816.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",122.0,70.0,65.4,57.599999999999994,64.3,38.2,27.243074772749416,27.460010771212502,28.355616480892703,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
343,The Firm (1993),Paramount Pictures,158348367.0,111900000.0,270248367.0,"['Drama', 'Mystery', 'Thriller']",154.0,68.0,66.39999999999999,58.4,64.3,36.9,27.23852674845332,26.737634795413207,28.00971065947096,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
348,What Lies Beneath (2000),DreamWorks Distribution,155464351.0,135956000.0,291420351.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",130.0,65.99999999999999,61.8,51.6,59.8,35.0,27.21200855790009,27.01856458077592,28.11852638894327,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
352,San Andreas (2015),Warner Bros.,155190832.0,318818322.0,474009154.0,"['Action', 'Adventure', 'Thriller']",114.0,61.0,50.2,41.8,51.0,33.8,27.209468090987258,28.24815930028108,28.820339679620922,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
353,Fast & Furious (2009),Universal Pictures,155064265.0,205302605.0,360366870.0,"['Action', 'Crime', 'Thriller']",107.0,65.0,57.199999999999996,44.2,55.5,34.1,27.208291010609624,27.61317669242334,28.424891143492026,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
357,Mad Max: Fury Road (2015),Warner Bros.,154058340.0,221600410.0,375658750.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",120.0,81.0,82.6,75.4,79.7,46.4,27.198901544371033,27.72338530972977,28.484847465609082,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
369,G.I. Joe: The Rise of Cobra (2009),Paramount Pictures,150201498.0,152267519.0,302469017.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",118.0,57.00000000000001,45.0,37.4,46.5,28.6,27.1623239604091,27.1820329847372,28.17221212856145,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
378,Megamind (2010),DreamWorks,148415853.0,173469912.0,321885765.0,"['Action', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Thriller']",95.0,73.0,73.0,63.6,69.9,40.6,27.145069960376734,27.370110211108948,28.26197353592068,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
382,Lethal Weapon 2 (1989),Warner Bros.,147253986.0,80600000.0,227853986.0,"['Action', 'Crime', 'Thriller']",114.0,72.0,70.6,63.6,68.7,38.4,27.133731445817464,26.26427650296478,27.76353436789632,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
383,War for the Planet of the Apes (2017),Twentieth Century Fox,146880162.0,343839601.0,490719763.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",140.0,74.0,73.6,64.8,70.8,44.0,27.130064314170145,28.3571604728391,28.87032413404681,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
386,True Lies (1994),Twentieth Century Fox,146282411.0,232600000.0,378882411.0,"['Action', 'Comedy', 'Thriller']",141.0,73.0,70.6,61.0,68.2,40.8,27.124181069323132,27.79327585591003,28.497174925728114,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
389,The Meg (2018),Warner Bros.,145443742.0,384994536.0,530438278.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",113.0,55.99999999999999,48.2,41.8,48.7,33.7,27.115885982111234,28.520262729733343,28.98260964746075,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
391,Taken (2008),Twentieth Century Fox,145000989.0,81836771.0,226837760.0,"['Action', 'Crime', 'Thriller']",90.0,78.0,68.2,59.199999999999996,68.5,38.2,27.111487499480692,26.28624588658963,27.757085574116125,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
393,"I, Robot (2004)",Twentieth Century Fox,144801023.0,208332875.0,353133898.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",115.0,71.0,61.4,51.0,61.1,36.8,27.109496554004917,27.634315274219887,28.395640073906986,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
394,Lethal Weapon 3 (1992),Warner Bros.,144731527.0,177000000.0,321731527.0,"['Action', 'Crime', 'Thriller']",118.0,67.0,62.8,56.60000000000001,62.1,36.7,27.108803978772965,27.39917411940717,28.26128207406985,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
