,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Thriller,Music,Drama,Comedy,Western,Crime,History,Horror,Biography,Musical,Sci-Fi,Romance,Adventure,Action,Family,Fantasy,Animation,Sport,War
106,Meet the Fockers (2004),Universal Pictures,279261160.0,243396776.0,522657936.0,"['Comedy', 'Romance']",115.0,63.0,56.39999999999999,45.199999999999996,54.9,36.6,28.057039694793858,27.85873481753831,28.961291813621216,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112,Shrek (2001),DreamWorks Distribution,267665011.0,220188309.0,487853320.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",90.0,79.0,80.80000000000001,67.19999999999999,75.7,46.4,27.995853322224402,27.714162629474917,28.86187220541604,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
140,My Big Fat Greek Wedding (2002),IFC Films,241438208.0,127305836.0,368744044.0,"['Comedy', 'Drama', 'Romance']",95.0,65.99999999999999,67.4,47.199999999999996,60.2,36.6,27.847078762160677,26.923723316399986,28.45804450605787,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
141,Maleficent (2014),Walt Disney Studios Motion Pictures,241410378.0,517001401.0,758411779.0,"['Adventure', 'Family', 'Fantasy', 'Romance']",97.0,69.0,64.0,51.0,61.3,44.0,27.846912456597416,28.945592949142036,29.49840613020865,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
143,Shrek Forever After (2010),DreamWorks,238736787.0,513864080.0,752600867.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",93.0,63.0,57.199999999999996,50.2,56.8,41.6,27.830845647819757,28.936811567854075,29.487309710497623,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
151,Cast Away (2000),Twentieth Century Fox,233632142.0,196000000.0,429632142.0,"['Adventure', 'Drama', 'Romance']",143.0,78.0,76.0,63.6,72.5,43.8,27.799663526099792,27.54627841343938,28.6785266885707,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
171,Beauty and the Beast (1991),Walt Disney Studios Motion Pictures,218967620.0,186043788.0,424967620.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",84.0,80.0,77.60000000000001,68.2,75.3,45.1,27.706142305093284,27.471066978795516,28.662777679772624,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False
173,King Kong (2005),Universal Pictures,218080025.0,338826353.0,556906378.0,"['Action', 'Adventure', 'Drama', 'Romance']",187.0,72.0,66.60000000000001,55.00000000000001,64.5,42.0,27.700282391740636,28.335970847062555,29.05285957437035,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
174,Ghost (1990),Paramount Pictures,217631306.0,288072251.0,505703557.0,"['Drama', 'Fantasy', 'Romance', 'Thriller']",127.0,71.0,68.60000000000001,53.0,64.2,41.0,27.697310860550793,28.101855456484,28.913716685177725,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
177,Aladdin (1992),Walt Disney Studios Motion Pictures,217350219.0,286700000.0,504050219.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",90.0,80.0,77.4,69.4,75.6,46.7,27.69544630836134,28.094966663677337,28.90899223705618,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False
185,A Star Is Born (2018),Warner Bros.,215288866.0,220900000.0,436188866.0,"['Drama', 'Music', 'Romance']",136.0,76.0,72.8,60.0,69.6,42.5,27.681698469305676,27.718818177792087,28.700377703833198,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
198,Wedding Crashers (2005),New Line Cinema,209255921.0,79211724.0,288467645.0,"['Comedy', 'Romance']",119.0,70.0,62.6,52.800000000000004,61.8,36.0,27.640693204223304,26.239210641295198,28.103834272022645,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
212,Cinderella (2015),Walt Disney Studios Motion Pictures,201151353.0,341206978.0,542358331.0,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']",105.0,69.0,63.800000000000004,52.0,61.6,40.3,27.583706201063563,28.346071910512,29.014671100609807,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
214,Tangled (2010),Walt Disney Studios Motion Pictures,200821936.0,391640880.0,592462816.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",100.0,77.0,78.2,64.2,73.1,47.0,27.581341624154206,28.54495612234259,29.14214936989326,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False
218,Pearl Harbor (2001),Walt Disney Studios Motion Pictures,198542554.0,250678391.0,449220945.0,"['Action', 'Drama', 'History', 'Romance', 'War']",183.0,62.0,53.400000000000006,32.2,49.2,32.5,27.564873015157914,27.901262397309907,28.74284995429774,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
220,Happy Feet (2006),Warner Bros.,198000317.0,186335791.0,384336108.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']",108.0,64.0,57.400000000000006,45.199999999999996,55.5,34.5,27.560927499171267,27.47332956992633,28.51779328164956,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
225,Twilight (2008),Summit Entertainment,193962473.0,214467942.0,408430415.0,"['Drama', 'Fantasy', 'Romance']",122.0,53.0,59.00000000000001,35.4,49.1,31.7,27.531202312264668,27.676186773378053,28.605515063942956,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
232,Grease (1978),Paramount Pictures,190071103.0,206200000.0,396271103.0,"['Comedy', 'Musical', 'Romance']",110.0,72.0,69.6,54.400000000000006,65.3,39.6,27.50196397110892,27.61946909180492,28.561912525600835,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
243,Snow White and the Seven Dwarfs (1937),Walt Disney Studios Motion Pictures,184925486.0,184925486.0,184925486.0,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",83.0,76.0,69.0,68.8,71.3,38.9,27.462368826415478,27.462368826415478,27.462368826415478,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False
252,What Women Want (2000),Paramount Pictures,182811707.0,191300000.0,374111707.0,"['Comedy', 'Fantasy', 'Romance']",127.0,64.0,54.2,43.4,53.9,33.5,27.445783220578242,27.511261632782926,28.478893871650506,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
264,Hitch (2005),Sony Pictures Entertainment (SPE),179495555.0,192098655.0,371594210.0,"['Comedy', 'Romance']",118.0,65.99999999999999,58.8,43.8,56.2,34.6,27.41937287691403,27.51727217694865,28.469152781623112,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
266,Pretty Woman (1990),Walt Disney Studios Motion Pictures,178406268.0,285000000.0,463406268.0,"['Comedy', 'Romance']",119.0,71.0,72.0,50.2,64.4,40.3,27.410591061877646,28.08638667837628,28.787702317223427,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
269,Tootsie (1982),Columbia Pictures,177200000.0,177200000.0,177200000.0,"['Comedy', 'Drama', 'Romance']",116.0,74.0,73.0,64.8,70.6,38.4,27.40080336299183,27.40080336299183,27.40080336299183,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,Elf (2003),New Line Cinema,176630408.0,47223328.0,223853736.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",97.0,71.0,70.8,55.99999999999999,65.9,36.9,27.396158492200726,25.492996381337388,27.737981155355524,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
275,There's Something About Mary (1998),Twentieth Century Fox,176484651.0,193400000.0,369884651.0,"['Comedy', 'Romance']",119.0,71.0,64.2,58.20000000000001,64.5,38.7,27.394967475801636,27.527012553913654,28.46250019368996,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
281,Crazy Rich Asians (2018),Warner Bros.,174532921.0,64006277.0,238539198.0,"['Comedy', 'Drama', 'Romance']",120.0,69.0,70.6,52.400000000000006,64.0,36.2,27.378923947303612,25.931710059210314,27.82965111595275,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
302,Bridesmaids (2011),Universal Pictures,169106725.0,119276798.0,288383523.0,"['Comedy', 'Romance']",125.0,68.0,69.6,57.800000000000004,65.1,37.6,27.333358792774835,26.829738193030696,28.10341349661359,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
310,Meet the Parents (2000),Universal Pictures,166244045.0,164200000.0,330444045.0,"['Comedy', 'Romance']",108.0,70.0,64.4,56.2,63.5,37.6,27.30872742210166,27.290878886214617,28.29983075598949,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
311,Fifty Shades of Grey (2015),Universal Pictures,166167230.0,403484237.0,569651467.0,"['Drama', 'Romance', 'Thriller']",125.0,42.00000000000001,36.8,26.200000000000003,35.0,27.5,27.308060653975108,28.587937071644976,29.085504256230696,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
313,Robin Hood: Prince of Thieves (1991),Warner Bros.,165493908.0,225000000.0,390493908.0,"['Action', 'Adventure', 'Drama', 'Romance']",143.0,69.0,63.0,53.2,61.7,37.7,27.302202870028967,27.74534976054121,28.540724800509057,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
319,The Proposal (2009),Walt Disney Studios Motion Pictures,163958031.0,153417000.0,317375031.0,"['Comedy', 'Drama', 'Romance']",108.0,67.0,67.19999999999999,46.4,60.2,35.7,27.288751328717087,27.192883114539505,28.241613389888716,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
358,Jerry Maguire (1996),Sony Pictures Entertainment (SPE),153952592.0,119600000.0,273552592.0,"['Comedy', 'Drama', 'Romance', 'Sport']",139.0,73.0,70.6,57.00000000000001,66.9,38.3,27.19791091640736,26.833642148634915,28.027242984890055,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
359,Trolls (2016),Twentieth Century Fox,153707064.0,193157822.0,346864886.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",92.0,64.0,53.800000000000004,43.2,53.7,32.9,27.195608228379918,27.525204860340068,28.36979855948757,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False
362,Sex and the City (2008),Warner Bros.,152647258.0,266118261.0,418765519.0,"['Comedy', 'Drama', 'Romance']",145.0,57.00000000000001,58.8,35.199999999999996,50.3,32.5,27.1856264337708,27.98749227039937,28.64156741527482,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
363,Runaway Bride (1999),Paramount Pictures,152257509.0,157202783.0,309460292.0,"['Comedy', 'Romance']",116.0,55.99999999999999,55.800000000000004,35.4,49.1,30.0,27.18193813947959,27.228051517310934,28.20517906285233,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
364,La La Land (2016),Lionsgate,151101803.0,297805062.0,448906865.0,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",128.0,80.0,79.80000000000001,70.8,76.9,46.3,27.170945634450348,28.149793035719483,28.74184091822989,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
374,Les Misérables (2012),Universal Pictures,148809770.0,293489539.0,442299309.0,"['Drama', 'Musical', 'Romance']",158.0,75.0,70.8,55.800000000000004,67.2,41.4,27.148894007774928,28.12873384062235,28.720447747428498,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
375,Knocked Up (2007),Universal Pictures,148768917.0,71153500.0,219922417.0,"['Comedy', 'Romance']",129.0,69.0,62.0,59.00000000000001,63.3,35.5,27.148497887868157,26.084431388053268,27.712419426713332,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
376,As Good as It Gets (1997),Sony Pictures Entertainment (SPE),148478011.0,165700000.0,314178011.0,"['Comedy', 'Drama', 'Romance']",139.0,77.0,71.0,64.8,70.9,41.0,27.14567404857481,27.303998361658262,28.22700697050321,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
377,Little Fockers (2010),Universal Pictures,148438600.0,162211985.0,310650585.0,"['Comedy', 'Romance']",98.0,55.00000000000001,47.0,37.2,46.4,28.7,27.1452910585198,27.273305175826028,28.210717530184546,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
392,The Great Gatsby (2013),Warner Bros.,144840419.0,208801855.0,353642274.0,"['Drama', 'Romance']",143.0,72.0,67.6,52.2,63.9,38.2,27.109889014516014,27.637559287996222,28.397715502280633,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
396,Mamma Mia! (2008),Universal Pictures,144169664.0,467088155.0,611257819.0,"['Comedy', 'Musical', 'Romance']",108.0,65.0,75.0,42.6,60.9,41.2,27.103192385529308,28.799119619053027,29.187205773741074,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
407,Pocahontas (1995),Walt Disney Studios Motion Pictures,141579773.0,204500000.0,346079773.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",81.0,67.0,64.0,50.6,60.5,36.3,27.0770399265183,27.607525602265923,28.366529383221895,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
409,Slumdog Millionaire (2008),Fox Searchlight Pictures,141319928.0,237090614.0,378410542.0,"['Drama', 'Romance']",120.0,80.0,75.8,61.8,72.5,42.9,27.07438967841272,27.820863309292566,28.495377039846158,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
426,Good Will Hunting (1997),Miramax,138433435.0,87500000.0,225933435.0,"['Drama', 'Romance']",126.0,83.0,84.60000000000001,71.2,79.6,43.8,27.044617189668084,26.382779681156503,27.751322544390987,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
432,Click (2006),Revolution Studios,137355633.0,103329693.0,240685326.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",107.0,64.0,55.599999999999994,46.4,55.3,31.9,27.03334083612733,26.62267964823185,27.842572945978354,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
440,Patch Adams (1998),Universal Pictures,135026902.0,67266000.0,202292902.0,"['Biography', 'Comedy', 'Drama', 'Romance']",115.0,68.0,65.4,46.6,60.0,33.6,27.008671629452433,26.003374134485146,27.591870458980008,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
