,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Thriller,Music,Drama,Comedy,Western,Crime,History,Horror,Biography,Musical,Sci-Fi,Romance,Adventure,Action,Family,Fantasy,Animation,Sport,War
326,A Bug's Life (1998),Walt Disney Studios Motion Pictures,162798565.0,200460294.0,363258859.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",95.0,72.0,68.60000000000001,60.8,67.1,39.9,27.278512742016893,27.578741263499175,28.43642274120896,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
330,Ice Age: Continental Drift (2012),Twentieth Century Fox,161321843.0,715922939.0,877244782.0,"['Adventure', 'Animation', 'Comedy', 'Family']",88.0,65.0,53.400000000000006,44.00000000000001,54.1,42.5,27.26536655192763,29.415229065155856,29.7084042203583,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
333,Shark Tale (2004),DreamWorks Distribution,160861908.0,213721971.0,374583879.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Thriller']",90.0,60.0,54.6,36.8,50.5,31.8,27.261247496312183,27.67115998634515,28.48071357062001,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
334,How to Train Your Dragon: The Hidden World (2019),Universal Pictures,160799505.0,363589578.0,524389083.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",104.0,74.0,73.4,62.0,69.8,44.1,27.26068772447678,28.43773560554179,28.966062410208327,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False
341,The Secret Life of Pets 2 (2019),Universal Pictures,158874395.0,271176898.0,430051293.0,"['Adventure', 'Animation', 'Comedy', 'Family']",86.0,64.0,54.0,48.6,55.5,35.3,27.243311390499635,28.014659037276417,28.67993350203803,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
347,Who Framed Roger Rabbit (1988),Walt Disney Studios Motion Pictures,156452370.0,173351588.0,329803958.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",104.0,77.0,78.0,72.6,75.9,43.7,27.221148272336407,27.369125811614445,28.297033471860658,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False
354,Over the Hedge (2006),DreamWorks,155019340.0,184776550.0,339795890.0,"['Adventure', 'Animation', 'Comedy', 'Family']",83.0,67.0,62.4,52.6,60.7,36.3,27.207872974479237,27.461206434979616,28.34009316161374,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
356,Horton Hears a Who! (2008),Twentieth Century Fox,154529439.0,144043360.0,298572799.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']",86.0,68.0,58.8,51.2,59.3,34.9,27.20330646747764,27.1019279168833,28.153507496120827,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
359,Trolls (2016),Twentieth Century Fox,153707064.0,193157822.0,346864886.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",92.0,64.0,53.800000000000004,43.2,53.7,32.9,27.195608228379918,27.525204860340068,28.36979855948757,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False
361,Cars 3 (2017),Walt Disney Studios Motion Pictures,152901115.0,231029541.0,383930656.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",102.0,67.0,59.00000000000001,52.400000000000006,59.5,36.5,27.188023686393464,27.783502095282795,28.516270519839644,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
372,Puss in Boots (2011),DreamWorks,149260504.0,405726973.0,554987477.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",90.0,65.99999999999999,61.4,53.6,60.3,39.9,27.153257221814933,28.595933976160712,29.04787997727546,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
378,Megamind (2010),DreamWorks,148415853.0,173469912.0,321885765.0,"['Action', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Thriller']",95.0,73.0,73.0,63.6,69.9,40.6,27.145069960376734,27.370110211108948,28.26197353592068,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
379,Hotel Transylvania (2012),Sony Pictures Entertainment (SPE),148313048.0,210062555.0,358375603.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",91.0,70.0,64.2,53.400000000000006,62.5,37.5,27.14407028512358,27.646243774368408,28.416897186034184,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
387,Lilo & Stitch (2002),Walt Disney Studios Motion Pictures,145794338.0,127349813.0,273144151.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",85.0,73.0,78.8,64.2,72.0,40.8,27.119359452028945,26.924221600264435,28.025087289168887,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False
399,Rio (2011),Twentieth Century Fox,143619809.0,340246709.0,483866518.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical']",96.0,69.0,64.2,52.0,61.7,39.3,27.09767950808658,28.34200596658176,28.850033871930947,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
400,Kung Fu Panda 3 (2016),Twentieth Century Fox,143528619.0,377642206.0,521170825.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",95.0,71.0,64.60000000000001,56.2,63.9,41.1,27.09676319197705,28.492444771108392,28.957181083592232,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False
403,The Smurfs (2011),Sony Pictures Entertainment (SPE),142614158.0,421135165.0,563749323.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",103.0,54.0,45.0,31.0,43.3,31.5,27.087541971332854,28.649708105403732,29.070478554952278,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
407,Pocahontas (1995),Walt Disney Studios Motion Pictures,141579773.0,204500000.0,346079773.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",81.0,67.0,64.0,50.6,60.5,36.3,27.0770399265183,27.607525602265923,28.366529383221895,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
428,A Christmas Carol (2009),Walt Disney Studios Motion Pictures,137855863.0,187430783.0,325286646.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",96.0,68.0,61.6,54.400000000000006,61.3,36.4,27.03858538546878,27.481782674925935,28.277136355701646,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
429,Dinosaur (2000),Walt Disney Studios Motion Pictures,137748063.0,212074702.0,349822765.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",82.0,64.0,56.39999999999999,43.8,54.7,33.5,27.0374567909992,27.65999729380091,28.382048935962644,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
438,Chicken Little (2005),Walt Disney Studios Motion Pictures,135386665.0,179046172.0,314432837.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",81.0,57.00000000000001,54.2,36.6,49.3,30.2,27.012510405797734,27.41575643332476,28.228176648779677,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False
